"Name","Bank","Term","NoEmp","NewExist","LowDoc","DisbursementGross","MIS_Status","GrAppv","SBA_Appv","Status","pHat","yHat","Accuracy","TP","TN","FP","FN"
"CRANBERRY LIQUORS","PNC BANK, NATIONAL ASSOCIATION",120,12,"1","N",800000,"P I F",800000,600000,"1",0.88904014091312,1,1,1,0,0,0
"BAUM & ADAMSON TIRE & AUTO SVC","BUSINESS DEVEL FINAN CORP",300,40,"1","N",255000,"P I F",263000,263000,"1",0.999324668917127,1,1,1,0,0,0
"FRANK PORTH CHEVROLET BUICK IN","BMO HARRIS BK NATL ASSOC",144,33,"1","N",862317,"P I F",862317,646738,"1",0.947322322924315,1,1,1,0,0,0
"SKINCARE BY JENNIFER","INNOVATIVE BANK",84,1,"1","N",5000,"P I F",5000,4250,"1",0.830794731578113,1,1,1,0,0,0
"CRYSTAL ENGINEERING CORP.","RABOBANK, NATIONAL ASSOCIATION",84,11,"1","Y",75000,"P I F",75000,67500,"1",0.938422276398497,1,1,1,0,0,0
"SPRING POULTRY FARM","FIRST FINANCIAL BANK",120,2,"1","N",135000,"P I F",135000,114750,"1",0.918381552130467,1,1,1,0,0,0
"PARADISE","BBCN BANK",30,1,"2","N",5000,"CHGOFF",5000,4250,"0",0.520453989552704,1,0,0,0,1,0
"Lawrence W. Smith & Associates","PNC BANK, NATIONAL ASSOCIATION",60,1,"2","N",53406,"P I F",20000,10000,"1",0.696067033324136,1,1,1,0,0,0
"THE SPOT","JPMORGAN CHASE BANK NATL ASSOC",84,11,"1","Y",54000,"P I F",54000,48600,"1",0.938973778273409,1,1,1,0,0,0
"CROWN FIXTURES, INC.","ASSOCIATED BANK NATL ASSOC",180,44,"1","N",50000,"P I F",50000,42500,"1",0.988577665162564,1,1,1,0,0,0
"POTOMAC HOMES","PRESIDENTIAL BANK, FSB",60,5,"2","N",20000,"P I F",20000,16000,"1",0.702636597428653,1,1,1,0,0,0
"PALACE BAKERY","BUSINESS LOAN CENTER, LLC",300,6,"1","N",275000,"P I F",275000,206250,"1",0.998870167637108,1,1,1,0,0,0
"GENERALETY, LLC","CITIZENS BANK NATL ASSOC",84,2,"1","N",25000,"P I F",25000,12500,"1",0.829311592473787,1,1,1,0,0,0
"SKYLINE PROPERTIES, INC.","WELLS FARGO BANK NATL ASSOC",240,19,"1","N",336000,"P I F",336000,235200,"1",0.995527146282813,1,1,1,0,0,0
"Simply Slates, LLC","SUSQUEHANNA BANK",24,3,"1","N",100000,"P I F",100000,50000,"1",0.510215938449038,1,1,1,0,0,0
"PRESCOTT CARWASH","HIAWATHA NATIONAL BANK",300,1,"2","Y",100000,"P I F",100000,80000,"1",0.999550026845055,1,1,1,0,0,0
"BUFFALO AND ORCHARD PARK TOPSO","EVANS BANK NATL ASSOC",36,7,"2","N",92500,"P I F",40000,20000,"1",0.576262101868832,1,1,1,0,0,0
"C & B FARMS INC","INNOVATIVE BANK",84,2,"1","N",5000,"P I F",5000,4250,"1",0.832526910313789,1,1,1,0,0,0
"TSARTSABALIDIS INC.","CITIBANK INTERNATIONAL",84,6,"1","N",110000,"P I F",110000,77000,"1",0.828427060721933,1,1,1,0,0,0
"GOLDEN EMPIRE DENTAL LAB CORP","HANMI BANK",180,15,"1","Y",120000,"P I F",120000,102000,"1",0.993973230076857,1,1,1,0,0,0
"Teachout's Well Drilling, LLC","JPMORGAN CHASE BANK NATL ASSOC",57,0,"1","N",101334,"CHGOFF",25000,12500,"0",0.721715158081768,1,0,0,0,1,0
"Rik's Hauling LLC","BANK OF AMERICA NATL ASSOC",84,1,"2","N",10000,"P I F",10000,5000,"1",0.802566631626494,1,1,1,0,0,0
"LALIBELA RESTAURANT","EASTBANK",140,7,"1","N",387800,"P I F",387800,290850,"1",0.941935546252898,1,1,1,0,0,0
"ELMER'S WATERSPORTS, INC.","WELLS FARGO BANK NATL ASSOC",300,2,"1","N",136400,"P I F",136400,95480,"1",0.998907325486628,1,1,1,0,0,0
"HEI, INC.","BEACON BANK",12,368,"1","N",2000000,"P I F",2000000,1500000,"1",0.953811321505715,1,1,1,0,0,0
"VALLEY WELDERS SUPPLY, INC.","WELLS FARGO BANK NATL ASSOC",84,3,"2","N",50000,"P I F",50000,45000,"1",0.804482367738238,1,1,1,0,0,0
"1 STOP MARKET A PARTNERSHIP","DACOTAH BANK",84,10,"2","N",110400,"P I F",110400,99360,"1",0.813602709213872,1,1,1,0,0,0
"CREATIVE WINDOW ART","WESTFIELD BANK, FSB",60,3,"1","N",42400,"P I F",42400,21200,"1",0.728116598431236,1,1,1,0,0,0
"Strategic Sense Consulting","JPMORGAN CHASE BANK NATL ASSOC",84,1,"2","N",101300,"P I F",101300,50650,"1",0.787380893308847,1,1,1,0,0,0
"SARACINO ENTERPRISES, LLC BA D","CITIZENS BANK NATL ASSOC",60,4,"2","N",63600,"P I F",63600,31800,"1",0.688804441731806,1,1,1,0,0,0
"KIMBERLY A. GREEN","BRANCH BK. & TR CO",60,1,"2","Y",30000,"P I F",30000,24000,"1",0.863529054847221,1,1,1,0,0,0
"CIATTI'S RISTORANTE","MINNESOTA BUS. FINAN CORP",240,1,"1","N",1500000,"P I F",1500000,1500000,"1",0.993020776085151,1,1,1,0,0,0
"JRS GENERAL RENTAL &QUICK LUBE","COMMERCE BANK",84,2,"1","Y",75000,"P I F",75000,60000,"1",0.930987727846505,1,1,1,0,0,0
"Salon Rouge Inc","1ST SOURCE BANK",60,32,"1","N",10000,"P I F",10000,5000,"1",0.798504224984414,1,1,1,0,0,0
"PARTYKA CONSTRUCTION, INC.","FULTON BANK OF NEW JERSEY",120,10,"1","N",225000,"P I F",225000,191250,"1",0.922163667690042,1,1,1,0,0,0
"VIA SYSTEMS","BANK OF AMERICA NATL ASSOC",22,6,"2","N",200000,"CHGOFF",200000,150000,"0",0.454126484326856,0,1,0,1,0,0
"LAO THAI TO GO","BBCN BANK",54,2,"2","N",5000,"P I F",5000,4250,"1",0.664745101061218,1,1,1,0,0,0
"JUNGLE RIVER MINI GOLF","CENTRAL PACIFIC BANK",96,6,"1","Y",100000,"P I F",100000,80000,"1",0.949389213040006,1,1,1,0,0,0
"CHASISPRO LLC","1ST SOURCE BANK",23,6,"2","N",240000,"CHGOFF",100000,50000,"0",0.496013951463795,0,1,0,1,0,0
"Salvatore Cianci Jr. dba C&C A","SANTANDER BANK NATL ASSOC",60,2,"1","N",55200,"P I F",55200,27600,"1",0.72305137666293,1,1,1,0,0,0
"BELFAST BAY CRUISES","CAMDEN NATIONAL BANK",120,4,"2","Y",35000,"P I F",35000,29750,"1",0.966340190812377,1,1,1,0,0,0
"PARTEA PIZAZZ","BBCN BANK",10,1,"2","N",5000,"CHGOFF",5000,4250,"0",0.398903286840915,0,1,0,1,0,0
"MODERN DISPOSAL SERVICE","PNC BANK, NATIONAL ASSOCIATION",300,5,"1","N",150000,"P I F",150000,126000,"1",0.998967502062484,1,1,1,0,0,0
"MORGAN SOUTHERN, INC.","COLONY BANK",120,210,"1","N",280000,"P I F",280000,238000,"1",0.992736997699905,1,1,1,0,0,0
"PLATTE RIVER LETTERPRESS INC","WELLS FARGO BANK NATL ASSOC",84,2,"1","N",61756,"P I F",25000,12500,"1",0.833431754973863,1,1,1,0,0,0
"M Chic & Co","JPMORGAN CHASE BANK NATL ASSOC",84,10,"2","N",38373,"P I F",10000,5000,"1",0.822948849872,1,1,1,0,0,0
"MARK REECE CPA PC","WELLS FARGO BANK NATL ASSOC",120,3,"1","N",19000,"P I F",19000,14250,"1",0.923534917752956,1,1,1,0,0,0
"Pacific Realty Advisors, Limit","CDC SMALL BUS. FINAN CORP",240,60,"1","N",451000,"P I F",451000,451000,"1",0.997572631760125,1,1,1,0,0,0
"COMMERCIAL LIGHTING SVSC., INC","WELLS FARGO BANK NATL ASSOC",84,2,"2","Y",50000,"P I F",50000,45000,"1",0.920023954180172,1,1,1,0,0,0
"NW TRUCK PARTS & DRIVELINE, LL","SUPERIOR FINANCIAL GROUP, LLC",111,6,"1","N",10000,"CHGOFF",10000,9000,"0",0.910133617786028,1,0,0,0,1,0
"METAL MAVERICKS","JPMORGAN CHASE BANK NATL ASSOC",72,1,"1","N",19434,"CHGOFF",10000,5000,"0",0.78517801837588,1,0,0,0,1,0
"MORIN ACTUATOR COMPANY, INC.","BANCORPSOUTH BANK",120,24,"2","N",325000,"P I F",325000,276250,"1",0.917689116758638,1,1,1,0,0,0
"BARVAN LLC","REGAL BANK & TRUST",300,1,"2","N",200000,"P I F",200000,100000,"1",0.998529902185957,1,1,1,0,0,0
"Donna Davis","BBCN BANK",57,2,"1","N",5000,"CHGOFF",5000,4250,"0",0.719014793392704,1,0,0,0,1,0
"Gramco Furniture Restoration C","PNC BANK, NATIONAL ASSOCIATION",60,2,"1","N",13027,"P I F",10000,5000,"1",0.732669947616887,1,1,1,0,0,0
"Top Dog Retreat, LLC Series 1","WELLS FARGO BANK NATL ASSOC",288,2,"2","N",1000000,"P I F",1000000,750000,"1",0.996903246960112,1,1,1,0,0,0
"SOFT-TEX MANUFACTURING CO., IN","BANK OF AMERICA NATL ASSOC",120,52,"1","N",400000,"P I F",400000,330000,"1",0.947122028472979,1,1,1,0,0,0
"2 HOPEWELL","LIBERTY BANK",60,25,"1","N",20000,"P I F",20000,10000,"1",0.782476059321458,1,1,1,0,0,0
"DOT-2DOT INC","PNC BANK, NATIONAL ASSOCIATION",24,3,"1","N",70000,"P I F",70000,35000,"1",0.517866154103113,1,1,1,0,0,0
"SATAY SHACK AND RESTAURANT","TCF NATIONAL BANK",84,4,"2","Y",70000,"P I F",70000,59500,"1",0.920806169292047,1,1,1,0,0,0
"AMEX DOOR COMPANY","BANK OF THE WEST",300,6,"1","N",402000,"P I F",402000,281400,"1",0.998734911487378,1,1,1,0,0,0
"Kenneth H. Park, DMD PC dba Wa","MANUFACTURERS & TRADERS TR CO",72,3,"1","N",520000,"P I F",520000,390000,"1",0.726337662917056,1,1,1,0,0,0
"ALFRED PITZNER PHOTOGRAPHY","EMPRISE BANK",84,2,"1","N",95000,"CHGOFF",95000,85500,"0",0.826772116610091,1,0,0,0,1,0
"RIX POLL & SPA SUPPLY CENTER","WACHOVIA SBA LENDING, INC.",84,35,"1","N",253000,"P I F",253000,189750,"1",0.863604657794427,1,1,1,0,0,0
"SOHO HERO","COMMUNITY W. BANK NATL ASSOC",120,1,"2","N",150000,"P I F",150000,127500,"1",0.90194262807313,1,1,1,0,0,0
"ENGINEERED WOOD PRODUCTS INC","NATL EXCH BK & TR",132,3,"2","N",255000,"P I F",285000,213750,"1",0.917096744099378,1,1,1,0,0,0
"CT Images Inc.","BANK OF AMERICA NATL ASSOC",79,18,"1","N",64550,"CHGOFF",45000,22500,"0",0.839020770447025,1,0,0,0,1,0
"GRAND POWER SERVICE, INC.","CITIZENS BANK NATL ASSOC",68,7,"1","N",129550,"CHGOFF",100000,50000,"0",0.767841926877972,1,0,0,0,1,0
"WEBSTER DUDLEY LINCOLN MERCURY","UNIBANK FOR SAVINGS",84,16,"1","N",375000,"P I F",375000,318750,"1",0.829472298932414,1,1,1,0,0,0
"HAIR COMB LLC","PNC BANK, NATIONAL ASSOCIATION",90,4,"2","N",50000,"P I F",50000,40000,"1",0.827417618636451,1,1,1,0,0,0
"DIVINE INSPIRATION CHRISTIAN B","WILMINGTON SAVINGS FUND SOCIET",47,3,"2","Y",40000,"CHGOFF",40000,34000,"0",0.824447385537624,1,0,0,0,1,0
"COMPETITION MOTORS/H.PUTNAM","FLORENCE SAVINGS BANK",20,3,"1","N",21500,"CHGOFF",21500,17200,"0",0.507931546313033,1,0,0,0,1,0
"SPECTRUM LIGHTING","KEYBANK NATIONAL ASSOCIATION",84,1,"2","N",45000,"P I F",45000,31500,"1",0.798892117970224,1,1,1,0,0,0
"BASECOM CONSTRUCTION INC","JPMORGAN CHASE BANK NATL ASSOC",90,16,"1","N",400000,"P I F",400000,300000,"1",0.84021664926525,1,1,1,0,0,0
"GB Learning Services, LLC","JPMORGAN CHASE BANK NATL ASSOC",84,3,"2","N",76979,"P I F",25000,12500,"1",0.810522570075299,1,1,1,0,0,0
"MEDICAP PHARMACY","NEWTEK SMALL BUS. FINANCE INC.",120,1,"2","N",123000,"P I F",123000,92250,"1",0.901665454826704,1,1,1,0,0,0
"EL VALLE LAMINATED FLOORING CO","JPMORGAN CHASE BANK NATL ASSOC",46,2,"1","N",61219,"CHGOFF",23000,11500,"0",0.663459905539012,1,0,0,0,1,0
"SNAP-ON TOOLS","THE CLINTON NATIONAL BANK",84,1,"2","Y",148316,"P I F",150000,127500,"1",0.914724139930083,1,1,1,0,0,0
"CIRCLE J FOOD & GAS","COMMUNITY W. BANK NATL ASSOC",120,3,"1","N",280000,"P I F",280000,210000,"1",0.910276098476998,1,1,1,0,0,0
"RACEDAY INC","DAKOTA CERT. DEVEL CO",240,1,"2","N",533000,"P I F",533000,533000,"1",0.993827094496695,1,1,1,0,0,0
"CAMERA ARTS STUDIOS, INC.","FIFTH THIRD BANK",240,3,"2","N",310000,"P I F",310000,232500,"1",0.993738642799256,1,1,1,0,0,0
"Two Feather Enterprises","JPMORGAN CHASE BANK NATL ASSOC",60,1,"2","N",5300,"P I F",5300,2650,"1",0.693585032376084,1,1,1,0,0,0
"NORTHEAST AERIAL CONSTRUCTION,","KEYBANK NATIONAL ASSOCIATION",120,8,"2","N",131000,"P I F",156000,124800,"1",0.906484606664482,1,1,1,0,0,0
"CYPRESS BAKE SHOP","WELLS FARGO BANK NATL ASSOC",20,1,"1","N",63200,"CHGOFF",25000,12500,"0",0.506213054714938,1,0,0,0,1,0
"BROAD TOP QUICK SHOP","FIRST COMMONWEALTH BANK",60,2,"1","N",10000,"P I F",15000,7500,"1",0.730407007365274,1,1,1,0,0,0
"Keystone Behavioral Pediatrics","AMER ENTER. BK OF FLORIDA",36,2,"2","N",137209,"P I F",70000,35000,"1",0.556438417044614,1,1,1,0,0,0
"LAND-TEK MAINTENANCE, INC.","SOUTH EASTERN ECONOMIC DEVEL C",300,61,"1","N",100000,"P I F",101000,101000,"1",0.99950779799051,1,1,1,0,0,0
"HIGH SIERRA BOOKS","BANK OF AMERICA CALIFORNIA N.A",300,2,"1","N",99000,"P I F",99000,79200,"1",0.998951796322549,1,1,1,0,0,0
"BRANDON TIRE OF MONTEVIDEO","MINNWEST BANK",119,28,"1","N",300000,"P I F",300000,240000,"1",0.931473024513106,1,1,1,0,0,0
"SIGN STOP","BANK OF THE WEST",84,7,"1","N",238000,"P I F",238000,178500,"1",0.81893413598567,1,1,1,0,0,0
"TAPAS RESTAURANT","BANK OF AMERICA NATL ASSOC",60,35,"1","N",75000,"P I F",75000,37500,"1",0.793758991396822,1,1,1,0,0,0
"AMERICAN ROOFING INDUSTRIES IN","CITICAPITAL SMALL BUS. FINANCE",84,14,"1","N",400000,"P I F",400000,300000,"1",0.815706646746388,1,1,1,0,0,0
"CHILDRES' PRODUCTS INC","CITIZENS NATL BK OF TEXAS",120,24,"1","N",240339,"P I F",100000,50000,"1",0.941255959325246,1,1,1,0,0,0
"NEW YORK J&P PIZZA","NEW WINDSOR STATE BANK",120,45,"1","N",275000,"P I F",275000,247500,"1",0.94775814860774,1,1,1,0,0,0
"KOURTESIS FISHERIES, INC.","BANK OF AMERICA NATL ASSOC",120,4,"2","N",368000,"P I F",368000,276000,"1",0.889859971837153,1,1,1,0,0,0
"T & M GIFT WORLD","PREMIER BANK, INC.",84,3,"1","Y",83500,"P I F",83500,70975,"1",0.931830097598927,1,1,1,0,0,0
"DT OF HERNDON, LLC","UNITED BANK",84,16,"1","N",125000,"P I F",125000,112500,"1",0.848443810254225,1,1,1,0,0,0
"CODY TRANSPORT INC","FIRSTMERIT BANK, N.A.",24,1,"2","N",65628,"P I F",60000,30000,"1",0.470079738083508,0,0,0,0,0,1
"STEVE'S MOBIL WASH","CITIZENS BANK NATL ASSOC",60,4,"1","Y",20000,"P I F",20000,16000,"1",0.887882454722874,1,1,1,0,0,0
"REFUND CONSULTANTS, INC.","VALLEY NATIONAL BANK",61,8,"1","Y",50000,"P I F",50000,40000,"1",0.893352498242949,1,1,1,0,0,0
"WEATHERSHIELD","JPMORGAN CHASE BANK NATL ASSOC",42,12,"1","N",93418,"CHGOFF",50000,25000,"0",0.663893250126077,1,0,0,0,1,0
"PAK MAIL","FIRST BANK",84,2,"2","N",51600,"P I F",51600,46440,"1",0.80241317844216,1,1,1,0,0,0
"DANISH DESIGN INC","BANK OF THE WEST",84,6,"1","N",249000,"P I F",249000,186750,"1",0.815991419026158,1,1,1,0,0,0
"BODY & SOUL","SANTANDER BANK NATL ASSOC",2,1,"1","N",25000,"CHGOFF",25000,12500,"0",0.389741186130433,0,1,0,1,0,0
"QUECHEE COUNTRY STORE, LLC","CITIZENS BANK NATL ASSOC",84,2,"1","N",25000,"P I F",25000,12500,"1",0.829311592473787,1,1,1,0,0,0
"BEACHWOOD RESTAURANT","BUSINESS LOAN CENTER, LLC",240,14,"1","N",1050000,"P I F",1050000,787500,"1",0.992535432404716,1,1,1,0,0,0
"CARDIAC CARE SPECIALISTS PA (E","BUSINESS LOAN CENTER, LLC",300,21,"1","N",1333000,"P I F",1333000,999750,"1",0.998098746089139,1,1,1,0,0,0
"NU WAY BOOT & SHOE REPAIR","FIRST NATIONAL BANK",13,1,"1","N",14000,"P I F",14000,12600,"1",0.460402069275466,0,0,0,0,0,1
"A-1 BEVERAGE SYSTEMS, INC.","BRANCH BK. & TR CO",276,11,"1","N",215000,"P I F",215000,161250,"1",0.998160140380674,1,1,1,0,0,0
"AMERICAN LIGHTING & ELEC., INC","ALABAMA COMMUN DEVEL CORP",240,6,"1","N",44000,"P I F",44000,44000,"1",0.995842622870577,1,1,1,0,0,0
"TAUNTON ULTIMATE FITNESS INC","SOUTH EASTERN ECONOMIC DEVEL C",240,3,"1","N",171000,"P I F",171000,171000,"1",0.995510650283381,1,1,1,0,0,0
"Law Office of Andrew Janetzke,","PNC BANK, NATIONAL ASSOCIATION",60,1,"1","N",24025,"P I F",10500,5250,"1",0.731789829318865,1,1,1,0,0,0
"South Park Welding Supplies, L","TALMER BANK AND TRUST",120,14,"1","N",43407,"P I F",45000,40500,"1",0.932033650930228,1,1,1,0,0,0
"BLACK AND LENET","BANK OF AMERICA NATL ASSOC",84,1,"1","N",50000,"P I F",50000,25000,"1",0.82388041823858,1,1,1,0,0,0
"Pacific Western Technologies,","COBIZ BANK",84,77,"1","N",350000,"P I F",350000,175000,"1",0.898158715122499,1,1,1,0,0,0
"HEALTHTECH MOBILE SERVICES","BANK OF AMERICA NATL ASSOC",84,7,"1","N",100000,"P I F",100000,50000,"1",0.827220589682241,1,1,1,0,0,0
"LAMBERT'S HEALTH CARE","COMMERCIAL BANK",60,24,"1","N",85000,"P I F",85000,72250,"1",0.776156786926884,1,1,1,0,0,0
"BLAIR RIDGE DENTAL, P.C.","IOWA BUSINESS GROWTH COMPANY",120,5,"1","N",179000,"P I F",179000,179000,"1",0.922182752013651,1,1,1,0,0,0
"SSCW BETHANY HOME ROAD LLC","METRO PHOENIX BANK",300,1,"2","N",1967200,"P I F",1967200,1499990,"1",0.995703373279268,1,1,1,0,0,0
"GARD CORPORATION","SECURITY BANK OF KANSAS CITY",120,22,"1","N",950000,"P I F",950000,749550,"1",0.896300266249191,1,1,1,0,0,0
"SJRS CONSTRUCTION MANAGEMENT C","CITIZENS BANK NATL ASSOC",84,5,"1","N",35000,"P I F",35000,17500,"1",0.833087060481986,1,1,1,0,0,0
"WORLD TILE IMPORTS OF NJ INC","TD BANK, NATIONAL ASSOCIATION",13,6,"1","N",100000,"P I F",100000,50000,"1",0.452009035999434,0,0,0,0,0,1
"GEORGE ECKERT","U.S. BANK NATIONAL ASSOCIATION",84,5,"1","N",142067,"P I F",50000,25000,"1",0.84103787438687,1,1,1,0,0,0
"BUFFALO GYPSUM, INC","MUFG UNION BANK NATL ASSOC",119,5,"1","N",503000,"P I F",503000,377250,"1",0.897355806283453,1,1,1,0,0,0
"Presco Acquisition, Inc.","PNC BANK, NATIONAL ASSOCIATION",60,3,"1","N",107679,"P I F",40000,20000,"1",0.739169170649305,1,1,1,0,0,0
"CARPENTER INNOVATIONS","CHOICE FINANCIAL GROUP",84,2,"2","N",35000,"P I F",35000,17500,"1",0.800474892172912,1,1,1,0,0,0
"LACROSSE MAIL CENTER INC","PARK BANK",120,19,"1","N",562000,"P I F",562000,421500,"1",0.911054674368382,1,1,1,0,0,0
"andrew mathieson","BANK OF AMERICA NATL ASSOC",25,2,"2","N",14550,"CHGOFF",10000,5000,"0",0.491831757445928,0,1,0,1,0,0
"LESLIE ALAN COMPANY INC","FROST BANK",60,15,"1","N",50000,"P I F",50000,45000,"1",0.76024538740352,1,1,1,0,0,0
"WJM HOLDING INC","HSBC BK USA NATL ASSOC",84,1,"2","N",50500,"P I F",50000,25000,"1",0.796081211068288,1,1,1,0,0,0
"SHELLY'S CONVENIENCE, INC.","CAPITAL ONE NATL ASSOC",84,6,"1","N",25000,"P I F",25000,12500,"1",0.83620347691155,1,1,1,0,0,0
"LEE'S MUSIC OF UTAH","ZIONS FIRST NATIONAL BANK",84,1,"1","N",205000,"P I F",100000,50000,"1",0.82860583344435,1,1,1,0,0,0
"RANCHERIA ENTERPRISES","CENTRAL VALLEY COMMUNITY BANK",120,2,"1","N",168000,"P I F",168000,126000,"1",0.915247616659811,1,1,1,0,0,0
"NATHAN JOHNSON JR AND ETAL","THE CITIZENS BANK",96,1,"2","N",350000,"P I F",350000,297500,"1",0.821028538304985,1,1,1,0,0,0
"JOHNSON COUNTY APPLIANCE INC","COMMERCE BANK",300,3,"1","N",210000,"P I F",210000,157500,"1",0.998877261742995,1,1,1,0,0,0
"RENAISSANCE CHOCOLATIER LLC","BBCN BANK",63,4,"1","N",10000,"CHGOFF",10000,8500,"0",0.751991153480234,1,0,0,0,1,0
"R.S. STEED CONSTRUCTION, INC.","LOANS FROM OLD CLOSED LENDERS",84,27,"1","N",225000,"P I F",225000,180000,"1",0.855839710117584,1,1,1,0,0,0
"NAB ENTERPRISES, INC","UNITED COMMERCIAL BANK",240,11,"2","N",900000,"P I F",900000,459000,"1",0.988649629656882,1,1,1,0,0,0
"ANDERSON'S HANDY CORNER, INC.","WELLS FARGO BANK NATL ASSOC",264,5,"1","N",812600,"P I F",812600,609450,"1",0.996040288462476,1,1,1,0,0,0
"CONATSER CONSTRUCTIN, INC.","WELLS FARGO BANK NATL ASSOC",96,18,"1","N",243552,"P I F",378552,302842,"1",0.853865685615438,1,1,1,0,0,0
"U S SERVICENET","UMPQUA BANK",34,6,"1","N",87499,"P I F",75000,37500,"1",0.588907883367803,1,1,1,0,0,0
"D DAVIS & ASSOCIATES","BBCN BANK",63,1,"2","N",5000,"CHGOFF",5000,4250,"0",0.709610714740934,1,0,0,0,1,0
"SUMMIT HICKORY PIT BARBECUE","RURAL MISSOURI, INC.",240,11,"1","N",461000,"P I F",461000,461000,"1",0.995544286378271,1,1,1,0,0,0
"Acosta, Ivan A.","KEYBANK NATIONAL ASSOCIATION",40,3,"1","N",25000,"CHGOFF",25000,12500,"0",0.625029680853002,1,0,0,0,1,0
"Maria & Jesus Grocery, Inc.","BANK OF AMERICA NATL ASSOC",84,5,"1","N",62500,"P I F",35000,17500,"1",0.836122383034879,1,1,1,0,0,0
"RENO AUTO BODY AND GLASS","FIRST BK OF WYOMING A DIVISION",180,1,"2","Y",73500,"P I F",73500,58800,"1",0.991593561638534,1,1,1,0,0,0
"TLC OF DANE COUNTY LLC","THE PARK BANK",48,2,"1","N",104500,"P I F",104500,52250,"1",0.648893972722044,1,1,1,0,0,0
"WEITZMAN & WITT LLC","BANK OF AMERICA NATL ASSOC",70,2,"1","N",100000,"P I F",100000,50000,"1",0.761307867580631,1,1,1,0,0,0
"LAONA SHOPPING CENTER","LAONA STATE BANK",150,9,"1","N",220000,"CHGOFF",220000,198000,"0",0.961422586023841,1,0,0,0,1,0
"RED HOOK BARBER BEAUTY SALON I","BANK OF AMERICA NATL ASSOC",60,6,"1","N",30000,"P I F",30000,15000,"1",0.737857908620704,1,1,1,0,0,0
"PRIMROSE SCHOOL AT SUMMIT EAST","READYCAP LENDING, LLC",89,17,"2","N",338000,"CHGOFF",338000,253500,"0",0.818728380718872,1,0,0,0,1,0
"4 STAR VIDEO & TANNING","SECURITY 1ST BK OF NO. DAKOTA",84,3,"2","Y",75000,"P I F",75000,63750,"1",0.91970486197364,1,1,1,0,0,0
"R & M Whitehead LLC","BANK OF AMERICA NATL ASSOC",84,12,"1","N",20000,"P I F",20000,10000,"1",0.846782773278038,1,1,1,0,0,0
"MOLINA, ARTURO, D.D.S.","LNB, A DIVISION OF",120,5,"1","N",125000,"P I F",125000,106250,"1",0.921502965502712,1,1,1,0,0,0
"Zillges Materials, Inc.","ASSOCIATED BANK NATL ASSOC",60,38,"1","N",118200,"P I F",118200,76830,"1",0.796696165481209,1,1,1,0,0,0
"M T Nails","BANK OF AMERICA NATL ASSOC",84,6,"2","N",5000,"P I F",5000,2500,"1",0.812963358334303,1,1,1,0,0,0
"PARTNERS IN CREAM V CO.,INC.","READYCAP LENDING, LLC",120,25,"1","N",894000,"P I F",894000,670500,"1",0.898349738153154,1,1,1,0,0,0
"B & W Associates, Inc","FIRST INTERSTATE BANK",84,4,"1","Y",75000,"P I F",75000,66000,"1",0.933091309453829,1,1,1,0,0,0
"KWOK HONG CHINESE HERBS INC","WACHOVIA SBA LENDING, INC.",300,3,"1","N",382500,"P I F",382500,286875,"1",0.998740299755367,1,1,1,0,0,0
"Galaxy Coin, LLC dba Team Gala","BANK OF AMERICA NATL ASSOC",60,8,"1","N",108000,"CHGOFF",100000,50000,"0",0.729985123228299,1,0,0,0,1,0
"HEALTHCHECK JUICES & SMOOTHIES","PNC BANK, NATIONAL ASSOCIATION",63,4,"2","Y",60000,"P I F",60000,51000,"1",0.87458564941483,1,1,1,0,0,0
"XMLaw Inc","BANK OF AMERICA NATL ASSOC",36,5,"2","N",56500,"P I F",56500,28250,"1",0.555737007186396,1,1,1,0,0,0
"LINCOLN LASER WASH","FIRST NIAGARA BANK NATL ASSOC",186,1,"2","N",260000,"P I F",260000,195000,"1",0.976968891311812,1,1,1,0,0,0
"@ WIRELESS","READYCAP LENDING, LLC",108,3,"2","N",96000,"P I F",96000,81600,"1",0.878367340706273,1,1,1,0,0,0
"Juenke Inc","U.S. BANK NATIONAL ASSOCIATION",84,95,"1","N",216600,"P I F",216600,108300,"1",0.92661521121128,1,1,1,0,0,0
"BW MACHINE, INC.","BANK OF AMERICA NATL ASSOC",84,2,"2","Y",60000,"P I F",60000,48000,"1",0.919059879992088,1,1,1,0,0,0
"YU PHILLIPS LIMITED LIABILITY","HSBC BK USA NATL ASSOC",37,4,"1","N",50000,"CHGOFF",50000,25000,"0",0.604444523395895,1,0,0,0,1,0
"JV MARBLE","CELTIC BANK CORPORATION",10,37,"1","N",425025,"CHGOFF",350000,175000,"0",0.48050728856414,0,1,0,1,0,0
"AUTO DYNAMICS, INC.","BANK OF AMERICA NATL ASSOC",300,6,"1","N",265000,"P I F",310000,232500,"1",0.998801147632417,1,1,1,0,0,0
"CHUBBY'S CUSTOM AUTO ACCESSORI","CALIFORNIA BANK & TRUST",84,1,"1","N",75000,"P I F",75000,63750,"1",0.825546044276233,1,1,1,0,0,0
"GOLDEN PAWN, INC/B.C.PARTRIDGE","PEOPLE'S BANK OF COMMERCE",60,9,"2","N",247904,"P I F",200000,150000,"1",0.695512347416244,1,1,1,0,0,0
"ZAXBY'S","FIRST BANK OF THE SOUTH",93,60,"2","N",187500,"P I F",187500,140625,"1",0.903671755553953,1,1,1,0,0,0
